disposicion_literatura,disposicion_kepler,confianza_disposicion,columna_fpflag_nt,columna_fpflag_ss,columna_fpflag_co,columna_fpflag_ec,periodo_orbital,columna_period_err1,columna_period_err2,columna_time0bk,columna_time0bk_err1,columna_time0bk_err2,columna_impact,columna_impact_err1,columna_impact_err2,duracion_transito,columna_duration_err1,columna_duration_err2,profundidad_transito,columna_depth_err1,columna_depth_err2,radio_planeta,columna_prad_err1,columna_prad_err2,columna_teq,columna_insol,columna_insol_err1,columna_insol_err2,columna_model_snr,columna_tce_plnt_num,temperatura_estrella,columna_steff_err1,columna_steff_err2,gravedad_superficial,columna_slogg_err1,columna_slogg_err2,radio_estrella,columna_srad_err1,columna_srad_err2,ascension_recta,declinacion,magnitud_kepler
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.00281,0.21942,0.78058,0.009005,0.167474,0.832526,0.005139,0.00505,0.995078,0.106349,0.064356,0.935644,0.000489,0.000175,0.999825,0.000015,0.000039,0.999995,0.017621,0,0,1,0.00148,0,0.275406,0.248521,0.883655,0.823585,0.04212,0.84507,0.004208,0.008945,0.998906,0.55789,0.625234,15.397
'FALSE POSITIVE','FALSE POSITIVE',0.05,1,0,0,0,0.000293,0.265507,0.734493,0.03485,0.118439,0.881561,0.000169,0.0047,0.999713,0.020565,0.138614,0.861386,0.002005,0.000852,0.999148,0.000027,0.000079,0.999992,0.036334,0.000002,0.000006,0.999999,0.00095,0,0.250699,0.281065,0.868331,0.82791,0.047554,0.826015,0.003895,0.009398,0.999044,0.656978,0.868309,15.457
'FALSE POSITIVE','FALSE POSITIVE',0.042,1,0,0,0,0.00088,0.012725,0.987275,0.086327,0.02125,0.97875,0.008561,0.00145,0.988924,0.019727,0.022178,0.977822,0.000183,0.00013,0.99987,0.000006,0.000007,0.999998,0.019874,0,0,1,0.000806,0,0.207858,0.238166,0.908627,0.849163,0.061141,0.95029,0.002624,0.002478,0.999363,0.729617,0.86618,14.077
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002407,0.098319,0.901681,0.163033,0.050424,0.949576,0.003571,0.001076,0.993931,0.061745,0.034158,0.965842,0.000468,0.000257,0.999743,0.000009,0.000013,0.999998,0.013045,0,0,1,0.00106,0,0.19592,0.233728,0.91941,0.859695,0.02038,0.925435,0.002702,0.003113,0.999483,0.625528,0.871517,15.693
'FALSE POSITIVE','FALSE POSITIVE',0.252,1,0,0,0,0.001032,0.050226,0.949774,0.095264,0.082059,0.917941,0.001726,0.003273,0.997067,0.062662,0.059406,0.940594,0.000281,0.000163,0.999837,0.000009,0.000029,0.999997,0.022265,0,0.000001,1,0.000895,0,0.245485,0.272189,0.883655,0.838443,0.026495,0.816901,0.003616,0.008975,0.999148,0.650361,0.876971,15.541
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,1,0.000018,0.000319,0.999681,0.009138,0.037243,0.962757,0.011487,0.236848,0.999174,0.033844,0.045792,0.954208,0.000095,0.000059,0.999941,0.000048,0.000073,0.999969,0.047876,0.000006,0.000013,0.999993,0.000983,0,0.096033,0.338757,0.856981,0.883581,0.088315,0.942005,0.001789,0.002569,0.998906,0.299811,0.878295,15.521
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002856,0.091536,0.908464,0.145833,0.059563,0.940437,0.009543,0.000105,0.987829,0.223037,0.054455,0.945545,0.000171,0.000046,0.999954,0.000011,0.000035,0.999996,0.017689,0,0,1,0.001877,0,0.269437,0.25,0.883087,0.814369,0.068614,0.831814,0.004265,0.011,0.998751,0.604136,0.536648,13.731
'FALSE POSITIVE','FALSE POSITIVE',0.015,1,0,0,0,0.002488,0.129681,0.870319,0.061907,0.127754,0.872246,0.000308,0.00477,0.999477,0.146713,0.069307,0.930693,0.000764,0.000383,0.999617,0.000007,0.000005,0.999998,0.007376,0,0,1,0.001005,0.142857,0.0813,0.097633,0.962543,0.889976,0.026495,0.980116,0.001554,0.000846,0.999699,0.774849,0.536251,15.466
CANDIDATE,CANDIDATE,0.665,0,0,0,0,0.002268,0.164,0.836,0.143263,0.101743,0.898257,0.000516,0.004676,0.999123,0.116458,0.069307,0.930693,0.000047,0.000022,0.999978,0.000003,0.000003,0.999999,0.014206,0,0,1,0.001149,0,0.201813,0.236686,0.918275,0.842016,0.065897,0.95029,0.002842,0.002629,0.999251,0.324526,0.543496,11.922
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.002821,0.120812,0.879188,0.045358,0.077138,0.922862,0.006279,0.000292,0.991436,0.111403,0.054455,0.945545,0.000479,0.000199,0.999801,0.000012,0.000032,0.999997,0.015025,0,0,1,0.001237,0,0.247072,0.238166,0.898978,0.845966,0.024457,0.840928,0.003281,0.007434,0.999337,0.265953,0.563307,15.168
'FALSE POSITIVE','FALSE POSITIVE',0.008,1,0,0,0,0.004368,0.116348,0.883652,0.099214,0.017419,0.982581,0.003968,0.000585,0.993257,0.097886,0.027178,0.972822,0.00033,0.000084,0.999916,0.00001,0.000028,0.999995,0.012293,0,0,1,0.001999,0.142857,0.203853,0.236686,0.918275,0.819259,0.097826,0.806131,0.00366,0.008099,0.998648,0.477916,0.562607,12.933
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,1,0.000022,0.000696,0.999304,0.008788,0.064309,0.935691,0.003799,0.000853,0.993543,0.052698,0.059406,0.940594,0.000049,0.000029,0.999971,0.000003,0.000005,0.999999,0.070755,0.000027,0.000044,0.999986,0.00095,0,0.206196,0.235207,0.909762,0.854617,0.023777,0.907208,0.00292,0.003989,0.999432,0.631736,0.566107,15.964
'FALSE POSITIVE','FALSE POSITIVE',0.116,1,0,0,0,0.00351,0.074667,0.925333,0.300914,0.030213,0.969787,0.006676,0.000444,0.991571,0.031649,0.030149,0.969851,0.000075,0.000052,0.999948,0.000007,0.000015,0.999995,0.016733,0,0,1,0.000806,0,0.227956,0.210059,0.927355,0.773745,0.17663,0.88401,0.005174,0.008401,0.997072,0.871247,0.573239,11.858
'FALSE POSITIVE','FALSE POSITIVE',0.15,1,0,0,0,0.001613,0.01247,0.98753,0.109505,0.013675,0.986325,0.001557,0.003612,0.997353,0.02107,0.014406,0.985594,0.00031,0.000148,0.999852,0.000071,0.000126,0.999934,0.042754,0.000004,0.000006,0.999995,0.001126,0,0.186173,0.130178,0.927923,0.553131,0.158967,0.870754,0.028638,0.038379,0.979696,0.179348,0.592276,13.066
'FALSE POSITIVE','FALSE POSITIVE',0.134,1,0,0,0,0.000381,0.01098,0.98902,0.010736,0.085574,0.914426,0.000198,0.005635,0.999663,0.019475,0.032723,0.967277,0.000267,0.000342,0.999658,0.000012,0.000038,0.999996,0.038451,0.000003,0.000008,0.999998,0.000751,0,0.288326,0.264793,0.860386,0.81136,0.048913,0.831814,0.004691,0.01236,0.998596,0.669312,0.606826,14.867
'FALSE POSITIVE','FALSE POSITIVE',0.121,1,0,0,0,0.002462,0.049293,0.950707,0.211327,0.025995,0.974005,0.005436,0.004852,0.99437,0.051319,0.027673,0.972327,0.00017,0.000099,0.999901,0.000007,0.000021,0.999998,0.017006,0,0,1,0.000972,0,0.263317,0.242604,0.885925,0.836938,0.033967,0.8343,0.003629,0.00825,0.999216,0.733918,0.605304,13.996
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000003,0.000023,0.999977,0.008261,0.009369,0.990631,0.000248,0.011351,0.999579,0.019915,0.079208,0.920792,0.000087,0.00004,0.99996,0.000006,0.000018,0.999998,0.16118,0.000695,0.001797,0.999548,0.002573,0,0.278957,0.257396,0.876844,0.818131,0.044158,0.838442,0.00446,0.009942,0.998786,0.837048,0.679899,14.784
CANDIDATE,CANDIDATE,0.354,0,0,0,0,0.000286,0.004122,0.995878,0.013415,0.02125,0.97875,0.001984,0.003028,0.996628,0.035397,0.023861,0.976139,0.000033,0.000016,0.999984,0.000004,0.000013,0.999997,0.044529,0.000005,0.000012,0.999996,0.001138,0,0.272384,0.29142,0.863224,0.782772,0.14538,0.855012,0.005366,0.011604,0.997296,0.485882,0.779082,12.052
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.00001,0,1,0.008483,0.000083,0.999917,0.007123,0.00014,0.999966,0.018866,0.000107,0.999893,0.049411,0.000293,0.999707,0.000187,0.000586,0.99993,0.127578,0.000276,0.000796,0.99981,0.127083,0,0.285531,0.213018,0.891033,0.802332,0.061141,0.838442,0.004926,0.012632,0.998459,0.309354,0.788103,13.296
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000149,0.000035,0.999965,0.008882,0.000422,0.999578,0,0.000035,1,0.152536,0.000609,0.999391,0.228889,0.000584,0.999416,0.000214,0.000221,0.999944,0.036197,0.000002,0.000002,0.999999,0.202602,0,0.196373,0.232249,0.919977,0.848787,0.056386,0.95029,0.002646,0.002418,0.99938,0.328966,0.787876,13.486
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000006,0,1,0.008792,0.000262,0.999738,0.012638,0.009539,0.996679,0.011485,0.000368,0.999632,0.004336,0.000045,0.999955,0.00028,0.00079,0.999852,0.156809,0.000626,0.001667,0.999464,0.030824,0,0.285304,0.239645,0.889898,0.788038,0.101223,0.849213,0.005483,0.012602,0.997606,0.721372,0.799617,13.548
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000353,0.000133,0.999867,0.038996,0.000661,0.999339,0.00002,0.000047,0.999966,0.137485,0.001005,0.998995,0.226826,0.001042,0.998958,0.00057,0.001197,0.999497,0.042481,0.000004,0.000008,0.999996,0.112792,0,0.205667,0.263314,0.926788,0.726161,0.22962,0.888152,0.007946,0.013266,0.994334,0.436319,0.87512,12.387
CANDIDATE,CANDIDATE,0.825,0,0,0,0,0.000027,0.000174,0.999826,0.008882,0.0119,0.9881,0.005307,0.005109,0.994555,0.010867,0.011535,0.988465,0.00006,0.000031,0.999969,0.000004,0.000011,0.999999,0.073965,0.000033,0.000074,0.999984,0.001005,0,0.238308,0.207101,0.910897,0.845025,0.029891,0.854184,0.003342,0.006981,0.999337,0.607533,0.40535,14.688
'FALSE POSITIVE','FALSE POSITIVE',0.09,0,0,1,0,0.000371,0.006603,0.993397,0.020564,0.035134,0.964866,0.009365,0.000269,0.988216,0.064497,0.036832,0.963168,0.000187,0.000078,0.999922,0.00001,0.000031,0.999997,0.033192,0.000001,0.000004,0.999999,0.001259,0,0.254628,0.279586,0.868331,0.832989,0.038043,0.814416,0.003729,0.009519,0.999096,0.826343,0.403678,15.365
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000002,0.000029,0.999971,0.008331,0.008139,0.991861,0.004107,0.000655,0.993021,0.013929,0.008119,0.991881,0.000061,0.000023,0.999977,0.000003,0.000002,0.999999,0.106543,0.000136,0.000113,0.999929,0.001425,0,0.151417,0.205621,0.921112,0.853301,0.036685,0.97763,0.002589,0.00139,0.999449,0.590076,0.409903,15.678
'FALSE POSITIVE','FALSE POSITIVE',0.207,1,0,0,0,0.002838,0.038904,0.961096,0.206361,0.02705,0.97295,0.000208,0.005004,0.999646,0.023013,0.017426,0.982574,0.000592,0.000288,0.999712,0.000013,0.000036,0.999997,0.015025,0,0,1,0.001093,0,0.249188,0.236686,0.898978,0.846154,0.024457,0.830986,0.003264,0.007615,0.99932,0.621239,0.4378,14.433
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000006,0.000023,0.999977,0.008644,0.005274,0.994726,0.004216,0.000339,0.992835,0.005928,0.007723,0.992277,0.000066,0.000035,0.999965,0.000004,0.000012,0.999999,0.116036,0.00019,0.000487,0.9999,0.001248,0,0.238308,0.232249,0.910897,0.841264,0.040761,0.840928,0.003312,0.007585,0.999277,0.33788,0.450691,15.186
'FALSE POSITIVE','FALSE POSITIVE',0.388,1,0,0,0,0.003387,0.047896,0.952104,0.328114,0.016083,0.983917,0.000615,0.004653,0.998955,0.075689,0.019406,0.980594,0.000043,0.000012,0.999988,0.000008,0.000036,0.999995,0.032782,0.000001,0.000006,0.999999,0.001778,0,0.549603,0.408284,0.764472,0.78202,0.097826,0.77879,0.008212,0.027893,0.995721,0.523265,0.372657,9.397
'FALSE POSITIVE','FALSE POSITIVE',0.231,1,0,0,0,0.002833,0.148058,0.851942,0.042114,0.099459,0.900541,0.012102,0.813654,0.926837,0.261669,0.108911,0.891089,0.000863,0.000183,0.999817,0.000133,0.00037,0.999956,0.01605,0,0,1,0.002507,0,0.257046,0.282544,0.867764,0.832424,0.047554,0.826015,0.003621,0.008522,0.998958,0.633604,0.413156,15.564
'FALSE POSITIVE','FALSE POSITIVE',0.141,1,0,0,0,0.001879,0.032962,0.967038,0.009501,0.035661,0.964339,0.00003,0.005307,0.999949,0.025547,0.030347,0.969653,0.000381,0.000286,0.999714,0.000008,0.000009,0.999998,0.013864,0,0,1,0.000707,0,0.183831,0.226331,0.92168,0.858567,0.023777,0.937862,0.002728,0.002659,0.999492,0.367736,0.572961,15.492
CANDIDATE,CANDIDATE,0.186,0,0,0,0,0.001468,0.076232,0.923768,0.0247,0.11387,0.88613,0.000903,0.005331,0.998466,0.025583,0.04896,0.95104,0.001043,0.001292,0.998708,0.000017,0.000039,0.999995,0.017825,0,0,1,0.000773,0,0.209974,0.266272,0.897843,0.836938,0.037364,0.863297,0.003446,0.006437,0.999216,0.632484,0.614784,16.652
'FALSE POSITIVE','FALSE POSITIVE',0.266,1,0,0,0,0.002758,0.281101,0.718899,0.022217,0.112991,0.887009,0.001498,0.003951,0.997454,0.142308,0.128713,0.871287,0.000493,0.000163,0.999837,0.000011,0.000024,0.999998,0.013591,0,0,1,0.001756,0,0.213147,0.242604,0.916572,0.849915,0.025815,0.874068,0.00312,0.005681,0.999458,0.522828,0.65635,14.806
'FALSE POSITIVE','FALSE POSITIVE',0.083,1,0,0,0,0.002034,0.09687,0.90313,0.052071,0.046909,0.953091,0.01237,0.079986,0.996831,0.30846,0.163366,0.836634,0.00028,0.000054,0.999946,0.000212,0.000331,0.999917,0.023972,0,0.000001,1,0.003114,0,0.2949,0.106509,0.951759,0.780703,0.085598,0.904722,0.005883,0.007434,0.998097,0.628993,0.766627,13.328
CANDIDATE,CANDIDATE,0.492,0,0,0,0,0.001453,0.024412,0.975588,0.00874,0.029686,0.970314,0.006746,0.000725,0.991773,0.048936,0.031386,0.968614,0.000658,0.000288,0.999712,0.000016,0.000044,0.999992,0.019601,0,0.000001,1,0.001237,0.714286,0.220023,0.269231,0.905789,0.815309,0.107337,0.840099,0.003795,0.008552,0.998502,0.732238,0.860233,15.053
CANDIDATE,CANDIDATE,0.956,0,0,0,0,0.00002,0.000087,0.999913,0.008913,0.008455,0.991545,0.004137,0.000386,0.99297,0.016182,0.006337,0.993663,0.00004,0.000013,0.999987,0.000002,0.000003,0.999999,0.071712,0.000029,0.000034,0.999985,0.001458,0.428571,0.204987,0.236686,0.918275,0.847847,0.059783,0.946976,0.002663,0.002478,0.999371,0.410583,0.696419,13.851
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,0,0.000003,0.000006,0.999994,0.008488,0.002972,0.997028,0.011904,0.017957,0.997387,0.012194,0.004629,0.995371,0.000155,0.000027,0.999973,0.000105,0.000212,0.999972,0.130515,0.000304,0.000635,0.999831,0.003059,0.142857,0.211334,0.266272,0.906924,0.834117,0.055027,0.875725,0.003416,0.005893,0.999225,0.786132,0.29867,15.476
CANDIDATE,CANDIDATE,0.996,0,0,0,0,0.000031,0.000186,0.999814,0.009611,0.010652,0.989348,0.002698,0.002209,0.995415,0.02575,0.008564,0.991436,0.000072,0.000018,0.999982,0.000008,0.000014,0.999997,0.102923,0.000119,0.000169,0.999931,0.001977,0,0.298753,0.096154,0.947787,0.776002,0.07337,0.890638,0.006375,0.008975,0.99814,0.687973,0.26784,12.209
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,1,1,0.000348,0.002609,0.997391,0.038774,0.016487,0.983513,0.009513,0.00007,0.988672,0.045484,0.025891,0.974109,0.000588,0.000148,0.999852,0.000011,0.00001,0.999998,0.019806,0,0,1,0.001999,0.142857,0.129203,0.174556,0.918275,0.877374,0.024457,0.959403,0.001958,0.001692,0.999613,0.801737,0.695875,15.773
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,1,0.000198,0.000945,0.999055,0.021006,0.00965,0.99035,0.01364,0.141571,0.997994,0.149912,0.013317,0.986683,0.001879,0.000099,0.999901,0.000214,0.000544,0.999949,0.037358,0.000002,0.000006,0.999999,0.009995,0,0.226521,0.227811,0.902951,0.842768,0.024457,0.840928,0.00346,0.007494,0.999285,0.633333,0.152175,14.691
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000108,0.002029,0.997971,0.015101,0.031092,0.968908,0.00006,0.005869,0.999899,0.040783,0.038515,0.961485,0.001107,0.001029,0.998971,0.000003,0.000015,0.999998,0.01523,0,0,1,0.000884,0,0.052663,0.176036,0.966515,0.959564,0.0625,0.885667,0.000283,0.002508,0.99969,0.683334,0.631035,18.013
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000002,0,1,0.008443,0.000712,0.999288,0.011745,0.001263,0.998584,0.009498,0.000178,0.999822,0.018216,0.000135,0.999865,0.000431,0.002912,0.999332,0.202978,0.001752,0.013143,0.997065,0.073498,0,0.2068,0.307692,0.903519,0.709987,0.546875,0.714167,0.007546,0.040615,0.990528,0.121469,0.638194,15.992
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,1,0,0.000054,0.000278,0.999722,0.011926,0.009738,0.990262,0.002678,0.002069,0.995448,0.011777,0.009208,0.990792,0.000033,0.000015,0.999985,0.000006,0.000017,0.999995,0.085371,0.000057,0.000153,0.999935,0.001104,0,0.276842,0.261834,0.862089,0.764529,0.152853,0.847556,0.006819,0.01517,0.995678,0.460199,0.64093,13.118
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000008,0.000116,0.999884,0.008521,0.023886,0.976114,0.003234,0.001695,0.994504,0.03687,0.01802,0.98198,0.000018,0.000006,0.999994,0.000002,0.000006,0.999999,0.104357,0.000126,0.000307,0.999935,0.001712,0,0.241103,0.207101,0.910329,0.848599,0.024457,0.830986,0.003168,0.007132,0.99932,0.686235,0.638273,13.454
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,0,1,0.000008,0.00007,0.99993,0.008544,0.014765,0.985235,0.000208,0.005179,0.999646,0.022168,0.010545,0.989455,0.000105,0.000028,0.999972,0.000004,0.000006,0.999999,0.095752,0.00009,0.000131,0.999945,0.001999,0,0.211485,0.282544,0.8916,0.84559,0.067255,0.932891,0.00272,0.003022,0.999294,0.690278,0.640574,15.84
CANDIDATE,CANDIDATE,0.753,0,0,0,0,0.000545,0.010087,0.989913,0.041567,0.031268,0.968732,0.004623,0.003975,0.994639,0.049687,0.022871,0.977129,0.000083,0.000036,0.999964,0.000007,0.000021,0.999997,0.034012,0.000002,0.000005,0.999999,0.00116,0,0.2779,0.261834,0.874574,0.802708,0.07337,0.833471,0.004852,0.011635,0.998218,0.465826,0.90053,13.74
CANDIDATE,CANDIDATE,0.34,0,0,0,0,0.000592,0.006435,0.993565,0.019533,0.019844,0.980156,0.000258,0.005132,0.999562,0.016319,0.013713,0.986287,0.000207,0.000129,0.999871,0.000006,0.000004,0.999998,0.020626,0,0,1,0.000884,0,0.164639,0.214497,0.92622,0.847094,0.044837,0.967688,0.002785,0.001602,0.99938,0.718733,0.909186,14.427
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000004,0.000006,0.999994,0.008589,0.001482,0.998518,0.013283,0.109633,0.998938,0.010046,0.002272,0.997728,0.002063,0.000193,0.999807,0.000149,0.000144,0.999963,0.100601,0.000109,0.000122,0.999942,0.006118,0,0.178391,0.220414,0.915437,0.855746,0.048913,0.960232,0.00245,0.002115,0.999449,0.535107,0.917962,14.169
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,0,0.000003,0.000012,0.999988,0.008248,0.004325,0.995675,0.001091,0.004746,0.998146,0.005972,0.00995,0.99005,0.000076,0.000041,0.999959,0.000005,0.000018,0.999998,0.159609,0.000671,0.002004,0.999588,0.001193,0,0.275633,0.258876,0.875709,0.826406,0.036685,0.821044,0.004069,0.010547,0.999001,0.767507,0.929266,15.326
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000002,0,1,0.008137,0.000323,0.999677,0.012539,0.041747,0.997404,0.004513,0.000921,0.999079,0.001176,0.000042,0.999958,0.000135,0.000154,0.999957,0.125324,0.000261,0.000331,0.999837,0.014434,0,0.194862,0.233728,0.910329,0.841452,0.067255,0.932891,0.002894,0.002871,0.999182,0.359322,0.935377,15.36
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,0,1,0.000002,0.000029,0.999971,0.008447,0.018965,0.981035,0.006309,0.000304,0.991672,0.012644,0.013069,0.986931,0.000007,0.000005,0.999995,0.000002,0.000006,0.999999,0.183035,0.001148,0.003306,0.999067,0.001115,0,0.275406,0.261834,0.862089,0.801956,0.086957,0.840928,0.004735,0.011635,0.998218,0.514212,0.934951,12.54
'FALSE POSITIVE','FALSE POSITIVE',0.001,1,0,0,0,0.001971,0.143478,0.856522,0.015712,0.148317,0.851683,0.007728,0.002397,0.991403,0.254881,0.148515,0.851485,0.011213,0.003809,0.996191,0.000047,0.000018,0.999988,0.010245,0,0,1,0.00159,0.428571,0.10646,0.210059,0.911464,0.861576,0.038043,0.986744,0.002337,0.000786,0.999475,0.900054,0.562516,15.745
'FALSE POSITIVE','FALSE POSITIVE',0.207,1,0,0,0,0.001065,0.012452,0.987548,0.084953,0.017441,0.982559,0.007292,0.022912,0.994394,0.035223,0.016829,0.983171,0.015435,0.000317,0.999683,0.000513,0.000816,0.999572,0.072421,0.000708,0.001037,0.999278,0.028703,0.142857,0.230134,0.213958,0.907909,0.801797,0.082023,0.881391,0.007048,0.010948,0.996601,0.521688,0.574929,10.555
'FALSE POSITIVE','FALSE POSITIVE',0.009,1,0,0,0,0.002987,0.045994,0.954006,0.17143,0.033025,0.966975,0.004742,0.005705,0.995415,0.076259,0.025248,0.974752,0.000098,0.00003,0.99997,0.000011,0.000028,0.999988,0.022196,0,0.000001,1,0.001668,0,0.264677,0.288462,0.864926,0.740643,0.247283,0.892295,0.007467,0.014475,0.993809,0.513048,0.590275,11.543
'FALSE POSITIVE','FALSE POSITIVE',0.019,1,0,0,0,0.00046,0.029113,0.970887,0.028111,0.137069,0.862931,0.012073,0.080185,0.999848,0.145269,0.074257,0.925743,0.010802,0.002975,0.997025,0.000144,0.000097,0.999966,0.020148,0,0,1,0.001933,0,0.141821,0.235207,0.909762,0.857626,0.036685,0.97763,0.002411,0.001451,0.999483,0.647269,0.595011,16.675
CANDIDATE,CANDIDATE,0.502,0,0,0,0,0.000043,0.000423,0.999577,0.010741,0.017049,0.982951,0.001835,0.00311,0.996881,0.028573,0.016337,0.983663,0.000026,0.000013,0.999987,0.000003,0.000009,0.999999,0.068365,0.000024,0.00007,0.999987,0.001027,0,0.257197,0.241124,0.897276,0.836562,0.035326,0.816901,0.003647,0.009368,0.999165,0.621099,0.600437,13.811
'FALSE POSITIVE','FALSE POSITIVE',0.012,1,0,0,0,0.001823,0.141449,0.858551,0.144547,0.080829,0.919171,0.000337,0.004793,0.999427,0.062735,0.094059,0.905941,0.000098,0.000056,0.999944,0.000006,0.000012,0.999998,0.018713,0,0,1,0.00095,0,0.236116,0.255917,0.892168,0.819071,0.067935,0.885667,0.003908,0.006255,0.998812,0.548549,0.619488,11.594
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000005,0.00011,0.99989,0.008152,0.034783,0.965217,0.00118,0.003998,0.997994,0.033996,0.024653,0.975347,0.000082,0.00003,0.99997,0.000003,0.000002,0.999999,0.088308,0.000065,0.00006,0.999964,0.001579,0,0.146808,0.244083,0.906356,0.854617,0.036685,0.97763,0.002554,0.00136,0.999466,0.588354,0.691276,15.393
'FALSE POSITIVE','FALSE POSITIVE',0.115,1,0,0,0,0.003545,0.200754,0.799246,0.049247,0.109476,0.890524,0.00003,0.005506,0.999949,0.092846,0.123762,0.876238,0.000265,0.000188,0.999812,0.000006,0.000006,0.999999,0.010108,0,0,1,0.000817,0,0.175822,0.220414,0.92395,0.868159,0.021739,0.947804,0.002293,0.002115,0.999613,0.333489,0.704986,15.69
'FALSE POSITIVE','FALSE POSITIVE',0,0,0,1,1,0.000005,0.00018,0.99982,0.008809,0.060442,0.939558,0.000347,0.005167,0.99941,0.021482,0.030248,0.969752,0.000018,0.000009,0.999991,0.000002,0.000008,0.999999,0.139257,0.000392,0.001135,0.999766,0.001071,0,0.274348,0.248521,0.883655,0.823585,0.036685,0.821044,0.004217,0.010668,0.998984,0.562719,0.70408,14.388
'FALSE POSITIVE','FALSE POSITIVE',0.131,1,0,0,0,0.002827,0.039113,0.960887,0.054921,0.018789,0.981211,0.000248,0.005155,0.999579,0.034942,0.019406,0.980594,0.000278,0.000128,0.999872,0.0001,0.000024,0.999946,0.040841,0.000003,0.000001,0.999997,0.001082,0,0.203022,0.093195,0.832577,0.536017,0.030571,0.988401,0.042555,0.007766,0.98228,0.503878,0.709198,10.736
'FALSE POSITIVE','FALSE POSITIVE',0.19,1,0,0,0,0.002911,0.131942,0.868058,0.124069,0.059915,0.940085,0.002411,0.00256,0.995904,0.08122,0.128713,0.871287,0.000161,0.0002,0.9998,0.000007,0.000023,0.999998,0.015913,0,0,1,0.000751,0,0.252286,0.247041,0.881385,0.830544,0.047554,0.826015,0.003747,0.009247,0.998941,0.246509,0.712956,14.872
CANDIDATE,CANDIDATE,1,0,0,0,0,0.000089,0.00182,0.99818,0.012935,0.037067,0.962933,0.000665,0.004594,0.998871,0.043267,0.024257,0.975743,0.000129,0.000057,0.999943,0.000007,0.000022,0.999998,0.054979,0.00001,0.000031,0.999994,0.001149,0,0.258104,0.267751,0.876844,0.832048,0.038043,0.814416,0.003873,0.010063,0.999044,0.623875,0.882263,15.193
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000061,0.000006,0.999994,0.011323,0.000081,0.999919,0.005912,0.000117,0.999292,0.030229,0.000251,0.999749,0.25386,0.000461,0.999539,0.000233,0.000188,0.999947,0.042685,0.000004,0.000004,0.999998,0.193082,0,0.166075,0.213018,0.918275,0.863269,0.040761,0.971002,0.002228,0.001632,0.999535,0.749647,0.938642,15.3
'FALSE POSITIVE','FALSE POSITIVE',0,1,0,0,0,0.000029,0.00211,0.99789,0.010482,0.137245,0.862755,0.000079,0.005553,0.999865,0.086275,0.118812,0.881188,0.000096,0.000045,0.999955,0.000015,0.000023,0.99999,0.135774,0.000355,0.000433,0.999686,0.001027,0,0.332679,0.109467,0.946084,0.7224,0.123641,0.918807,0.01054,0.012239,0.994773,0.736285,0.812093,13.397
'FALSE POSITIVE','FALSE POSITIVE',0,0,1,0,0,0.000257,0.000429,0.999571,0.042876,0.00262,0.99738,0.003036,0.000433,0.999073,0.294141,0.006881,0.993119,0.009978,0.000089,0.999911,0.000391,0.001002,0.99987,0.081,0.000046,0.000102,0.999975,0.05734,0,0.159652,0.10503,0.964813,0.510062,0.086957,0.854184,0.027581,0.053821,0.992922,0.552284,0.158307,13.547
